WORD COUNT,WORD,TRANSLITERATION,LEMMA,TRANSLATION
7,приятелка,priyatelka,приятелка,
7,аспект,aspekt,аспект,
7,м,m,м,
7,пак,pak,пак,
7,прощава,proshtava,прощавам,
7,храмове,hramove,храм,
7,напътствия,napatstviya,напътствие,
7,останете,ostanete,остана,
7,близки,blizki,близка,
7,Кой,Koy,кой,
7,бих,bih,бия,
7,най-важното,nay-vazhnoto,важен,
7,какви,kakvi,какъв,
7,Защо,Zashto,защо,
7,храмови,hramovi,храмови,
7,вниманието,vnimanieto,внимание,
7,имал,imal,имам,
7,обяснява,obyasnyava,обяснявам,
7,небето,nebeto,небе,
7,Моят,Moyat,мой,
7,разбира,razbira,разбирам,
7,историята,istoriyata,история,
7,покани,pokani,покана,
7,завърнем,zavarnem,завърнем,
7,Всяка,Vsyaka,всяка,
7,Колко,Kolko,колко,
7,получат,poluchat,получа,
7,свещено,sveshteno,свещен,
7,пъти,pati,път,
7,примера,primera,пример,
7,приема,priema,приема,
7,примери,primeri,пример,
7,Джо,Dzho,джо,
7,обръщането,obrashtaneto,обръщането,
7,жената,zhenata,жена,
7,Често,Chesto,често,
7,вратата,vratata,врата,
7,Много,Mnogo,много,
7,вярност,vyarnost,вярност,
7,резултати,rezultati,резултат,
7,лични,lichni,личен,
7,прошка,proshka,прошка,
7,бащата,bashtata,баща,
7,царства,tsarstva,царство,
6,Обичам,Obicham,обичам,
6,единственият,edinstveniyat,единствен,
6,отговорност,otgovornost,отговорност,
6,готови,gotovi,готов,
6,достоен,dostoen,достоен,
6,такива,takiva,такъв,
6,преподават,prepodavat,преподават,
6,светлината,svetlinata,светлина,
6,разбере,razbere,разбера,
6,надеждата,nadezhdata,надежда,
6,Едно,Edno,едно,
6,родители,roditeli,родител,
6,спаси,spasi,спася,
6,извън,izvan,извън,
6,Благодарен,Blagodaren,благодаря,
6,подкрепа,podkrepa,подкрепа,
6,добрите,dobrite,добро,
6,свещеничеството,sveshtenichestvoto,свещеничеството,
6,по-важно,po-vazhno,важен,
6,по-добре,po-dobre,добре́,
6,бяхме,byahme,съм,
6,моят,moyat,мой,
6,Бях,Byah,съм,
6,двама,dvama,двама,
6,имали,imali,имам,
6,съпруга,sapruga,съпруга,
6,точка,tochka,точка,
6,вашия,vashiya,ваш,
6,нататък,natatak,нататък,
6,Каня,Kanya,каня,
6,подготовка,podgotovka,подготовка,
6,подготвят,podgotvyat,подготвям,
6,нови,novi,нов,
6,помнете,pomnete,помня,
6,разберете,razberete,разбера,
6,та,ta,та,
6,спасението,spasenieto,спасение,
6,действително,deystvitelno,действителен,
6,седмици,sedmitsi,седмица,
6,макар,makar,макар,
6,физически,fizicheski,физически,
6,полза,polza,полза,
6,посредством,posredstvom,посредством,
6,Неделното,Nedelnoto,неделното,
6,божествената,bozhestvenata,божествен,
6,Сестри,Sestri,сестра,
6,малък,malak,малък,
6,социални,sotsialni,социален,
6,седмица,sedmitsa,седмица,
6,търпение,tarpenie,търпение,
6,спазването,spazvaneto,спазване,
6,пришествие,prishestvie,пришествие,
6,Моето,Moeto,мое,
6,принципи,printsipi,принцип,
6,Неговият,Negoviyat,негов,
6,някого,nyakogo,някой,
6,живия,zhiviya,жив,
6,многото,mnogoto,многото,
6,усещаме,useshtame,усещам,
6,превръща,prevrashta,превръщам,
6,заветна,zavetna,заветна,
6,истински,istinski,истински,
6,източник,iztochnik,източник,
6,смелост,smelost,смелост,
6,уроци,urotsi,урок,
6,подобен,podoben,подобен,
6,дойдем,doydem,дойда,
6,по-подобни,po-podobni,подобен,
6,началото,nachaloto,начало,
6,Словото,Slovoto,слово,
6,Освен,Osven,освен,
6,ем,em,ем,
6,уверени,uvereni,уверени,
6,народа,naroda,народ,
6,зло,zlo,зло,
6,трябвало,tryabvalo,трябвам,
6,избират,izbirat,избирам,
6,обаче,obache,обаче,
6,ближни,blizhni,ближни,
6,научих,nauchih,науча,
6,учени,ucheni,учен,
6,31,31,31,
6,глава,glava,глава,
6,дълбоко,dalboko,дълбоко,
6,продължи,prodalzhi,продължа,
6,Вече,Veche,вече,
6,вземаме,vzemame,вземам,
6,изберем,izberem,избера,
6,мисионерите,misionerite,мисионерите,
6,нов,nov,нов,
6,щеше,shteshe,ща,
6,болката,bolkata,болка,
6,духовните,duhovnite,духовен,
6,опит,opit,опит,
6,душа,dusha,душа,
6,отвъд,otvad,отвъд,
6,съвършена,savarshena,съвършен,
6,напомня,napomnya,напомня,
6,мислим,mislim,мислим,
6,зависи,zavisi,завися,
6,подчинението,podchinenieto,подчинение,
6,божествено,bozhestveno,божествено,
6,кол,kol,кол,
6,кола,kola,кола,
6,подтик,podtik,подтик,
6,въпроса,vaprosa,въпрос,
6,обратно,obratno,обратно,
6,бурите,burite,бурите,
6,Павел,Pavel,павел,
6,разберем,razberem,разбера,
6,получава,poluchava,получавам,
6,малки,malki,малко,
6,деня,denya,ден,
6,освен,osven,освен,
6,разбрал,razbral,разбера,
6,безопасност,bezopasnost,безопасност,
6,седемдесетници,sedemdesetnitsi,седемдесетници,
6,Които,Koito,който,
6,Д.,D.,д.,
6,Б.,B.,б.,
6,първа,parva,първи,
6,организации,organizatsii,организация,
6,следното,slednoto,следен,
6,дара,dara,дара,
6,живеят,zhiveyat,живея,
6,Имаме,Imame,имам,
6,оцеляване,otselyavane,оцелявам,
6,условия,usloviya,условие,
6,жертви,zhertvi,жертва,
6,глад,glad,глад,
6,сякаш,syakash,сякаш,
6,отнася,otnasya,отнасям,
6,случило,sluchilo,случа,
6,грехове,grehove,грях,
6,страдание,stradanie,страдание,
6,дълго,dalgo,дълго,
6,вашият,vashiyat,ваш,
6,приемат,priemat,приемам,
6,чедата,chedata,чедата,
6,брак,brak,брак,
6,всякакви,vsyakakvi,всякакъв,
6,баба,baba,баба,
6,роднини,rodnini,роднини,
6,първото,parvoto,първи,
6,процента,protsenta,процент,
6,другата,drugata,друг,
6,развитие,razvitie,развитие,
6,неговото,negovoto,негово,
6,велико,veliko,велик,
6,способности,sposobnosti,способност,
6,праведност,pravednost,праведност,
6,смирението,smirenieto,смирение,
6,станал,stanal,стана,
6,вечер,vecher,вечер,
6,прости,prosti,прост,
6,онова,onova,онзи,
6,отиде,otide,отида,
6,знаех,znaeh,знам,
6,Благодарение,Blagodarenie,благодарение,
6,първите,parvite,първи,
6,квас,kvas,квас,
6,Нееман,Neeman,нееман,
6,обществото,obshtestvoto,общество,
6,час,chas,час,
6,Нужно,Nuzhno,нужен,
6,намираме,namirame,намирам,
6,голямо,golyamo,голям,
6,темата,temata,тема,
6,основата,osnovata,основа,
6,Сина,Sina,син,
6,Авраам,Avraam,авраам,
6,домовете,domovete,дом,
6,Брайтън,Braytan,брайтън,
6,разчитането,razchitaneto,разчитането,
6,Деца,Detsa,дете,
6,положителна,polozhitelna,положителен,
6,гласа,glasa,глас,
5,Записвайте,Zapisvayte,записвайте,
5,продължават,prodalzhavat,продължавам,
5,пандемия,pandemiya,пандемия,
5,войни,voyni,война,
5,край,kray,край,
5,подготви,podgotvi,подготвя,
5,съществена,sashtestvena,съществен,
5,важен,vazhen,важен,
5,търсите,tarsite,търся,
5,сесии,sesii,сесия,
5,виждам,vizhdam,виждам,
5,труден,truden,труден,
5,родителите,roditelite,родител,
5,Р.,R.,р.,
5,служили,sluzhili,служили,
5,земи,zemi,зема,
5,преживяванията,prezhivyavaniyata,преживя́вам,
5,призив,priziv,призив,
5,сутрин,sutrin,сутрин,
5,С.,S.,с.,
5,желаят,zhelayat,желая,
5,сигурен,siguren,сигурен,
5,изключително,izklyuchitelno,изключителен,
5,освободени,osvobodeni,освободя,
5,навици,navitsi,навик,
5,свидетелството,svidetelstvoto,свидетелството,
5,започнах,zapochnah,започна,
5,съвършен,savarshen,съвършен,
5,получа,polucha,получа,
5,доброто,dobroto,добро,
5,слово,slovo,слово,
5,сълзи,salzi,сълза,
5,насочва,nasochva,насочвам,
5,покае,pokae,покая,
5,същият,sashtiyat,същи,
5,радваме,radvame,радваме,
5,достатъчна,dostatachna,достатъчен,
5,нозете,nozete,нога,
5,доближаваме,doblizhavame,доближавам,
5,Христова,Hristova,христов,
5,работим,rabotim,работя,
5,Лехий,Lehiy,лехий,
5,дървото,darvoto,дърво,
5,непрестанно,neprestanno,непрестанен,
5,плода,ploda,плод,
5,гласове,glasove,глас,
5,смисъл,smisal,смисъл,
5,вземем,vzemem,взема,
5,вземат,vzemat,взема,
5,идват,idvat,идвам,
5,истините,istinite,истина,
5,наш,nash,наш,
5,Любовта,Lyubovta,любов,
5,увереност,uverenost,увереност,
5,ролята,rolyata,роля,
5,подобно,podobno,подобно,
5,показва,pokazva,показвам,
5,пък,pak,пък,
5,пълно,palno,пълно,
5,Библията,Bibliyata,библията,
5,правилно,pravilno,правилно,
5,Светите,Svetite,светите,
5,обещавам,obeshtavam,обещавам,
5,върви,varvi,вървя,
5,сърца,sartsa,сърце,
5,вечните,vechnite,вечните,
5,число,chislo,число,
5,миротворци,mirotvortsi,миротворци,
5,Вместо,Vmesto,вместо,
5,човека,choveka,човек,
